sentence_id	token_id	token	surprisal
27	15	editor	6.409796714782715
27	16	when	5.306157112121582
27	17	the	3.12996768951416
27	18	article	3.3144032955169678
27	19	was	0.5039764642715454
27	20	published	0.3570318818092346
28	1	The	3.2781007289886475
28	2	fact	7.122616767883301
28	3	that	0.21758979558944702
28	4	the	1.9361287355422974
28	5	journalist	9.713513374328613
28	6	stated	7.975965976715088
28	7	that	0.8941742777824402
28	8	the	1.8421180248260498
28	9	president	4.499490737915039
28	10	fired	7.213296413421631
28	11	without	9.374119758605957
28	12	warning	3.5771560668945312
28	13	surprised	9.089613914489746
28	14	the	2.683384418487549
28	15	editor	6.603209495544434
28	16	when	5.269170761108398
28	17	the	3.201328754425049
28	18	article	2.974761486053467
28	19	was	0.4815070629119873
28	20	published	0.36282041668891907
29	1	The	3.2781007289886475
29	2	fact	7.122616767883301
29	3	that	0.21758979558944702
29	4	the	1.9361287355422974
29	5	journalist	9.713513374328613
29	6	stated	7.975965976715088
29	7	who	8.00309944152832
29	8	the	2.7155051231384277
29	9	president	4.746899604797363
29	10	fired	7.473864555358887
29	11	his	6.437507152557373
29	12	secretary	3.612562894821167
29	13	without	7.27948522567749
29	14	warning	5.327936172485352
29	15	surprised	8.717826843261719
29	16	when	9.148518562316895
29	17	the	2.079580783843994
29	18	article	5.25897216796875
29	19	was	0.6644023060798645
29	20	published	0.45457255840301514
30	1	The	3.2781007289886475
30	2	fact	7.122616767883301
30	3	that	0.21758979558944702
30	4	the	1.9361287355422974
30	5	journalist	9.713513374328613
30	6	stated	7.975965976715088
30	7	that	0.8941742777824402
30	8	the	1.8421180248260498
30	9	president	4.499490737915039
30	10	fired	7.213296413421631
30	11	his	2.898068428039551
30	12	secretary	4.3084821701049805
30	13	without	5.946202754974365
30	14	warning	3.997530460357666
30	15	surprised	7.911449432373047
30	16	when	9.428703308105469
30	17	the	2.004868507385254
30	18	article	5.238297462463379
30	19	was	0.6077189445495605
30	20	published	0.46772438287734985
31	1	The	3.2781007289886475
31	2	fact	7.122616767883301
31	3	that	0.21758979558944702
31	4	our	5.46757698059082
31	5	mother	7.433442115783691
31	6	does	5.075140953063965
31	7	not	0.29015856981277466
31	8	know	3.0127763748168945
31	9	who	3.772218942642212
31	10	her	2.534195899963379
31	11	friend	7.159537315368652
31	12	trusts	12.047897338867188
31	13	her	6.118217468261719
31	14	sister	10.222586631774902
31	15	with	4.546334266662598
31	16	her	3.4544012546539307
31	17	will	6.179180145263672
31	18	surprised	10.792627334594727
31	19	us	1.9255048036575317
31	20	when	4.374086856842041
31	21	they	5.101550102233887
31	22	found	5.437825679779053
31	23	out	0.1631527841091156
32	1	The	3.2781007289886475
32	2	fact	7.122616767883301
32	3	that	0.21758979558944702
32	4	our	5.46757698059082
32	5	mother	7.433442115783691
32	6	does	5.075140953063965
32	7	not	0.29015856981277466
32	8	know	3.0127763748168945
32	9	that	2.624330759048462
32	10	her	2.1816844940185547
32	11	friend	7.447224140167236
32	12	trusts	10.843925476074219
32	13	her	0.6423473954200745
32	14	sister	7.63163948059082
32	15	with	4.898938179016113
32	16	her	1.4126754999160767
32	17	will	4.9458818435668945
32	18	surprised	9.85788631439209
32	19	us	2.0503182411193848
32	20	when	4.713099956512451
32	21	they	5.033916473388672
32	22	found	5.892722129821777
32	23	out	0.19844724237918854
33	1	The	3.2781007289886475
33	2	fact	7.122616767883301
33	3	that	0.21758979558944702
33	4	our	5.46757698059082
33	5	mother	7.433442115783691
33	6	does	5.075140953063965
33	7	not	0.29015856981277466
33	8	know	3.0127763748168945
33	9	who	3.772218942642212
33	10	her	2.534195899963379
33	11	friend	7.159537315368652
33	12	trusts	12.047897338867188
33	13	with	5.406089782714844
33	14	her	0.8019316792488098
33	15	will	4.477299213409424
33	16	surprised	11.696663856506348
33	17	us	1.9443566799163818
33	18	when	4.29943323135376
33	19	they	5.225648880004883
33	20	found	5.331828594207764
33	21	out	0.1717039793729782
34	1	The	3.2781007289886475
34	2	fact	7.122616767883301
34	3	that	0.21758979558944702
34	4	our	5.46757698059082
34	5	mother	7.433442115783691
34	6	does	5.075140953063965
34	7	not	0.29015856981277466
34	8	know	3.0127763748168945
34	9	that	2.624330759048462
34	10	her	2.1816844940185547
34	11	friend	7.447224140167236
34	12	trusts	10.843925476074219
34	13	with	7.023321151733398
34	14	her	1.0247339010238647
34	15	will	3.275153636932373
34	16	surprised	9.755546569824219
34	17	us	1.9186183214187622
34	18	when	4.654687881469727
34	19	they	5.276070594787598
34	20	found	5.928714752197266
34	21	out	0.24094873666763306
35	1	The	3.2781007289886475
35	2	fact	7.122616767883301
35	3	that	0.21758979558944702
35	4	our	5.46757698059082
35	5	mother	7.433442115783691
35	6	does	5.075140953063965
35	7	not	0.29015856981277466
35	8	know	3.0127763748168945
35	9	who	3.772218942642212
35	10	her	2.534195899963379
35	11	friend	7.159537315368652
35	12	trusts	12.047897338867188
35	13	her	6.118217468261719
35	14	sister	10.222586631774902
35	15	with	4.546334266662598
35	16	her	3.4544012546539307
35	17	will	6.179180145263672
35	18	surprised	10.792627334594727
35	19	when	9.761960983276367
35	20	they	4.234804630279541
35	21	found	6.6913018226623535
35	22	out	0.167829230427742
36	1	The	3.2781007289886475
36	2	fact	7.122616767883301
36	3	that	0.21758979558944702
36	4	our	5.46757698059082
36	5	mother	7.433442115783691
36	6	does	5.075140953063965
36	7	not	0.29015856981277466
36	8	know	3.0127763748168945
36	9	that	2.624330759048462
36	10	her	2.1816844940185547
36	11	friend	7.447224140167236
36	12	trusts	10.843925476074219
36	13	her	0.6423473954200745
36	14	sister	7.63163948059082
36	15	with	4.898938179016113
36	16	her	1.4126754999160767
36	17	will	4.9458818435668945
36	18	surprised	9.85788631439209
36	19	when	9.771318435668945
36	20	they	4.039147853851318
36	21	found	6.647956848144531
36	22	out	0.20344220101833344
37	1	The	3.2781007289886475
37	2	fact	7.122616767883301
37	3	that	0.21758979558944702
37	4	the	1.9361287355422974
37	5	lawyers	9.109745979309082
37	6	acknowledged	8.910690307617188
37	7	who	7.449681758880615
37	8	their	4.481558322906494
37	9	client	0.9113122820854187
37	10	represented	5.925192356109619
37	11	the	4.874977111816406
37	12	businessman	7.272686004638672
37	13	without	6.745053291320801
37	14	difficulty	10.095272064208984
37	15	worried	10.774155616760254
37	16	the	2.219355583190918
37	17	judge	3.018126964569092
37	18	over	6.60436487197876
37	19	the	1.3782224655151367
37	20	weekend	7.0370378494262695
38	1	The	3.2781007289886475
38	2	fact	7.122616767883301
38	3	that	0.21758979558944702
38	4	the	1.9361287355422974
38	5	lawyers	9.109745979309082
38	6	acknowledged	8.910690307617188
38	7	that	1.103665828704834
38	8	their	3.377401828765869
38	9	client	1.0433365106582642
38	10	represented	6.718113899230957
38	11	the	2.0874104499816895
38	12	businessman	7.719283103942871
38	13	without	5.831536293029785
38	14	difficulty	8.49472427368164
38	15	worried	10.945240020751953
38	16	the	2.0634891986846924
38	17	judge	2.650465250015259
38	18	over	6.928903579711914
38	19	the	1.3233531713485718
38	20	weekend	7.68572998046875
39	1	The	3.2781007289886475
39	2	fact	7.122616767883301
39	3	that	0.21758979558944702
39	4	the	1.9361287355422974
39	5	lawyers	9.109745979309082
39	6	acknowledged	8.910690307617188
39	7	who	7.449681758880615
39	8	their	4.481558322906494
39	9	client	0.9113122820854187
39	10	represented	5.925192356109619
39	11	without	6.3660430908203125
39	12	difficulty	9.335882186889648
39	13	worried	11.145090103149414
39	14	the	2.311981201171875
39	15	judge	2.797809362411499
39	16	over	6.484411239624023
39	17	the	1.435741662979126
39	18	weekend	6.6949052810668945
40	1	The	3.2781007289886475
40	2	fact	7.122616767883301
40	3	that	0.21758979558944702
40	4	the	1.9361287355422974
40	5	lawyers	9.109745979309082
40	6	acknowledged	8.910690307617188
40	7	that	1.103665828704834
40	8	their	3.377401828765869
40	9	client	1.0433365106582642
40	10	represented	6.718113899230957
40	11	without	8.502548217773438
40	12	difficulty	6.212404727935791
40	13	worried	12.877704620361328
40	14	the	2.0141611099243164
40	15	judge	2.4630706310272217
40	16	over	6.717672348022461
40	17	the	1.4208985567092896
40	18	weekend	7.503938674926758
41	1	The	3.2781007289886475
41	2	fact	7.122616767883301
41	3	that	0.21758979558944702
41	4	the	1.9361287355422974
41	5	lawyers	9.109745979309082
41	6	acknowledged	8.910690307617188
41	7	who	7.449681758880615
41	8	their	4.481558322906494
41	9	client	0.9113122820854187
41	10	represented	5.925192356109619
41	11	the	4.874977111816406
41	12	businessman	7.272686004638672
41	13	without	6.745053291320801
41	14	difficulty	10.095272064208984
41	15	worried	10.774155616760254
41	16	over	8.232829093933105
41	17	the	0.9233502149581909
41	18	weekend	8.904194831848145
42	1	The	3.2781007289886475
42	2	fact	7.122616767883301
42	3	that	0.21758979558944702
42	4	the	1.9361287355422974
42	5	lawyers	9.109745979309082
42	6	acknowledged	8.910690307617188
42	7	that	1.103665828704834
42	8	their	3.377401828765869
42	9	client	1.0433365106582642
42	10	represented	6.718113899230957
42	11	the	2.0874104499816895
42	12	businessman	7.719283103942871
42	13	without	5.831536293029785
42	14	difficulty	8.49472427368164
42	15	worried	10.945240020751953
42	16	over	8.460431098937988
42	17	the	0.8229968547821045
42	18	weekend	9.402754783630371
43	1	The	3.2781007289886475
43	2	fact	7.122616767883301
43	3	that	0.21758979558944702
43	4	the	1.9361287355422974
43	5	chef	10.741238594055176
43	6	knew	6.2879319190979
43	7	who	4.76167106628418
43	8	his	3.408478260040283
43	9	assistant	7.4760894775390625
43	10	cut	9.567676544189453
43	11	the	1.931527853012085
43	12	chef	7.983689308166504
43	13	by	7.078122615814209
43	14	accident	5.8147664070129395
43	15	surprised	7.923888206481934
43	16	the	2.9497904777526855
43	17	customers	6.843851089477539
43	18	yesterday	9.89685344696045
43	19	evening	4.84075927734375
44	1	The	3.2781007289886475
44	2	fact	7.122616767883301
44	3	that	0.21758979558944702
44	4	the	1.9361287355422974
44	5	chef	10.741238594055176
44	6	knew	6.2879319190979
44	7	that	2.5021800994873047
44	8	his	2.668090581893921
44	9	assistant	8.117178916931152
44	10	cut	9.319023132324219
44	11	the	1.6778290271759033
44	12	chef	7.418208122253418
44	13	by	6.8538055419921875
44	14	accident	3.634338855743408
44	15	surprised	7.985158920288086
44	16	the	2.8214011192321777
44	17	customers	6.796638488769531
44	18	yesterday	10.421573638916016
44	19	evening	5.011747360229492
45	1	The	3.2781007289886475
45	2	fact	7.122616767883301
45	3	that	0.21758979558944702
45	4	the	1.9361287355422974
45	5	chef	10.741238594055176
45	6	knew	6.2879319190979
45	7	who	4.76167106628418
45	8	his	3.408478260040283
45	9	assistant	7.4760894775390625
45	10	cut	9.567676544189453
45	11	by	6.779817581176758
45	12	accident	5.746905326843262
45	13	surprised	8.478999137878418
45	14	the	2.932161808013916
45	15	customers	6.864333152770996
45	16	yesterday	9.73951530456543
45	17	evening	4.813374042510986
46	1	The	3.2781007289886475
46	2	fact	7.122616767883301
46	3	that	0.21758979558944702
46	4	the	1.9361287355422974
46	5	chef	10.741238594055176
46	6	knew	6.2879319190979
46	7	that	2.5021800994873047
46	8	his	2.668090581893921
46	9	assistant	8.117178916931152
46	10	cut	9.319023132324219
46	11	by	7.300402641296387
46	12	accident	5.988100051879883
46	13	surprised	11.991659164428711
46	14	the	2.895615816116333
46	15	customers	6.517440319061279
46	16	yesterday	10.15234088897705
46	17	evening	4.9878830909729
47	1	The	3.2781007289886475
47	2	fact	7.122616767883301
47	3	that	0.21758979558944702
47	4	the	1.9361287355422974
47	5	chef	10.741238594055176
47	6	knew	6.2879319190979
47	7	who	4.76167106628418
47	8	his	3.408478260040283
47	9	assistant	7.4760894775390625
47	10	cut	9.567676544189453
47	11	the	1.931527853012085
47	12	chef	7.983689308166504
47	13	by	7.078122615814209
47	14	accident	5.8147664070129395
47	15	surprised	7.923888206481934
47	16	yesterday	13.204849243164062
47	17	evening	6.7805495262146
48	1	The	3.2781007289886475
48	2	fact	7.122616767883301
48	3	that	0.21758979558944702
48	4	the	1.9361287355422974
48	5	chef	10.741238594055176
48	6	knew	6.2879319190979
